position,depth,mode,threads,best_move,best_score,nodes,time_seconds,speedup,efficiency
Riga-ch,5,sequential,1,"(5,4) -> (4,4)",-220,5763,0.00672751,1,1
Riga-ch,5,parallel,1,"(5,4) -> (4,4)",-220,6446,0.00703682,0.956044,0.956044
Riga-ch,5,parallel,2,"(5,4) -> (4,4)",-220,8548,0.00636617,1.05676,0.52838
Riga-ch,5,parallel,4,"(5,4) -> (4,4)",-220,8774,0.00472832,1.42281,0.355703
Riga-ch,5,parallel,8,"(6,6) -> (7,6)",-220,11758,0.00447493,1.50338,0.187922
Riga-ch,5,parallel,16,"(6,6) -> (7,7)",-220,12656,0.0107188,0.627638,0.0392274
Riga-ch,6,sequential,1,"(6,6) -> (7,7)",-320,38009,0.0278811,1,1
Riga-ch,6,parallel,1,"(6,6) -> (7,7)",-320,40467,0.0317371,0.878501,0.878501
Riga-ch,6,parallel,2,"(6,6) -> (7,7)",-320,50358,0.024626,1.13218,0.566091
Riga-ch,6,parallel,4,"(6,6) -> (7,7)",-320,71021,0.0238309,1.16995,0.292489
Riga-ch,6,parallel,8,"(6,6) -> (7,7)",-320,97234,0.0193877,1.43808,0.17976
Riga-ch,6,parallel,16,"(6,6) -> (7,7)",-320,153862,0.0212133,1.31432,0.0821452
Riga-ch sf,4,sequential,1,"(1,6) -> (0,6)",500,3271,0.00423429,1,1
Riga-ch sf,4,parallel,1,"(1,6) -> (0,6)",500,3276,0.00420493,1.00698,1.00698
Riga-ch sf,4,parallel,2,"(1,6) -> (0,6)",500,3276,0.00407396,1.03936,0.519678
Riga-ch sf,4,parallel,4,"(1,6) -> (0,6)",500,3276,0.00399025,1.06116,0.265289
Riga-ch sf,4,parallel,8,"(1,6) -> (0,6)",500,3276,0.00399077,1.06102,0.132628
Riga-ch sf,4,parallel,16,"(1,6) -> (0,6)",500,3276,0.0130217,0.325171,0.0203232
Riga-ch sf,5,sequential,1,"(1,6) -> (1,5)",300,7054,0.0138162,1,1
Riga-ch sf,5,parallel,1,"(1,6) -> (1,5)",300,7150,0.013674,1.0104,1.0104
Riga-ch sf,5,parallel,2,"(1,6) -> (1,5)",300,7176,0.0135382,1.02054,0.510268
Riga-ch sf,5,parallel,4,"(1,6) -> (1,5)",300,7176,0.0135332,1.02092,0.255229
Riga-ch sf,5,parallel,8,"(1,6) -> (1,5)",300,7176,0.0137672,1.00356,0.125445
Riga-ch sf,5,parallel,16,"(1,6) -> (1,5)",300,7176,0.0138331,0.998779,0.0624237
